"","names(dates)","meanages"
"3136","3556",1095
"3137","3562",1838
"3138","3572",3668
"3139","3587",1108
"3140","3596",576
"3141","3599",617
"3142","3602",1336
"3143","3604",385
"3144","3612",406
"3145","3621",16135
"3146","3650",1057
"3147","3661",574
"3148","3689",954
"3149","3691",784
"3150","3700",8021
"3151","3711",24889
"3152","3714",2962
"3153","3717",14096
"3154","3724",5756
"3155","3748",15397
"3156","3750",27780
"3157","3755",1648
"3158","3755",722
"3159","3757",5228
"3160","3777",12078
"3161","3782",5681
"3162","3794",822
"3163","3800",1615
"3164","3801",507
"3165","3803",1236
"3166","3805",1148
"3167","3805",1221
"3168","3813",1778
"3169","3822",3949
"3170","3823",3852
"3171","3824",837
"3172","3828",7793
"3173","3832",1262
"3174","3834",487
"3175","3835",603
"3176","3835",617
"3177","3836",3045
"3178","3845",587
"3179","3850",507
"3180","3852",7217
"3181","3854",690
"3182","3856",2444
"3183","3856",5180
"3184","3859",2226
"3185","3872",1125
"3186","3873",1410
"3187","3874",4751
"3188","3877",4125
"3189","3895",937
"3190","3900",1364
"3191","3903",600
"3192","3903",558
"3193","3906",1970
"3194","3939",2556
"3195","3942",2132
"3196","3947",2145
"3197","3947",2536
"3198","3950",1780
"3199","3952",3375
"3200","3952",1749
"3201","3952",1813
"3202","3963",2301
"3203","3963",2595
"3204","3963",2889
"3205","3963",3017
"3206","3965",408
"3207","3966",1815
"3208","3967",194
"3209","3977",3263
"3210","3977",2535
"3211","4012",425.5
"3212","4013",613
"3213","4023",435
"3214","4027",665
"3215","4027",1446
"3216","4034",3679
"3217","4041",205
"3218","4043",8166
"3219","4047",3636
"3220","4047",3758
"3221","4047",4016
"3222","4056",11888
"3223","4056",11884
"3224","4058",4785
"3225","4075",1036
"3226","4087",1927
"3227","4088",2256
"3228","4089",7761
"3229","4090",1392
"3230","4092",1126
"3231","4092",1327
"3232","4094",3777
"3233","4104",886
"3234","4105",6272
"3235","4106",5090
"3236","4110",4363
"3237","4115",5538
"3238","4130",6384
"3239","4140",10454
"3240","4148",1529
"3241","4148",4980
"3242","4167",761
"3243","4168",343
"3244","4196",247
"3245","4203",626
"3246","4212",1058.5
"3247","4216",308
"3248","4218",521
"3249","4225",4975
"3250","4229",1792.5
"3251","4230",654
"3252","4233",187
"3253","4234",2593
"3254","4234",2593
"3255","4246",755
"3256","4246",1459
"3257","4251",1877
"3258","4255",2579
"3259","4268",1029
"3260","4268",1087
"3261","4279",913
"3262","4366",5014
"3263","4423",1026
"3264","4424",534
"3265","4425",13209
"3266","4446",16251
"3267","4489",395
"3268","4511",779
"3269","4929",9345
"3270","4445",14574
"3271","4491",1282
"3272","1",4310
"3273","119",3685
"3274","119",3685
"3275","169",12627
"3276","275",1236
"3277","279",850
"3278","357",6306
"3279","358",1747
"3280","358",1456
"3281","510",990
"3282","577",8209
"3283","577",5937
"3284","950",484
"3285","1251",1470
"3286","1416",3523
"3287","1459",905
"3288","1596",6544
"3289","1916",993
"3290","1979",1131.5
"3291","2120",2956
"3292","2120",2958
"3293","2374",1187
"3294","2374",971
"3295","2374",1262
"3296","2554",1749
"3297","2586",3045
"3298","2912",835
"3299","2912",2823
"3300","2912",6218
"3301","3145",12934
"3302","3145",7082
"3303","3558",2449
"3304","3598",214
"3305","3663",411
"3306","3736",2404
"3307","3738",7762
"3308","3800",2045
"3309","3817",1013
"3310","3820",822
"3311","3853",3166
"3312","3872",3148
"3313","3872",1536
"3314","3872",1436
"3315","3902",171
"3316","3906",3685
"3317","3906",3923
"3318","3907",183
"3319","3937",608
"3320","3943",4670
"3321","4039",8545
"3322","4045",1984
"3323","4075",2089
"3324","4081",4759
"3325","4145",960
"3326","4184",179
"3327","4184",434
"3328","4184",506
"3329","4187",1297
"3330","4205",207
"3331","4205",515
"3332","4208",3057
"3333","4228",778
"3334","4289",579
"3335","4513",3059
"3336","16",4866
"3337","16",4870
"3338","20",3502
"3339","36",4652
"3340","48",6839
"3341","77",1423
"3342","78",8875
"3343","117",4261
"3344","117",3351
"3345","117",4179
"3346","122",2927
"3347","122",2892
"3348","142",1183
"3349","161",6994
"3350","161",5254
"3351","164",8814
"3352","164",9134
"3353","175",13291
"3354","175",12333
"3355","183",549
"3356","183",470
"3357","185",4616
"3358","185",4849
"3359","193",1479
"3360","202",4192
"3361","213",5179
"3362","235",6085
"3363","240",5599
"3364","247",1851
"3365","261",1107
"3366","268",734
"3367","312",4114
"3368","319",933
"3369","319",933
"3370","319",932
"3371","319",933
"3372","319",934
"3373","319",932
"3374","319",933
"3375","319",933
"3376","319",933
"3377","319",933
"3378","319",933
"3379","319",933
"3380","319",933
"3381","319",933
"3382","319",934
"3383","319",933
"3384","319",934
"3385","319",934
"3386","319",932
"3387","319",932
"3388","319",933
"3389","362",1725
"3390","378",1248
"3391","402",846
"3392","402",1121
"3393","431",2260.5
"3394","452",3301
"3395","501",711
"3396","526",653
"3397","527",611
"3398","542",7114
"3399","568",4990
"3400","568",4963
"3401","568",6094
"3402","569",2169
"3403","573",4709
"3404","577",6636
"3405","577",6485
"3406","577",6464
"3407","577",8010
"3408","646",11264
"3409","740",2039
"3410","776",1876
"3411","778",1431
"3412","800",349
"3413","808",9996
"3414","837",48
"3415","837",48
"3416","854",13252
"3417","855",2019
"3418","953",3306.5
"3419","953",2213
"3420","953",1715
"3421","953",4669
"3422","953",5145
"3423","953",5482
"3424","1004",17561
"3425","1040",7892
"3426","1040",10369
"3427","1044",5685
"3428","1047",7471
"3429","1048",7087
"3430","1058",1089
"3431","1067",3571
"3432","1105",12097
"3433","1147",1238
"3434","1150",7579
"3435","1201",9596
"3436","1230",15458
"3437","1239",4842
"3438","1239",5159
"3439","1239",5413
"3440","1251",1340
"3441","1251",207
"3442","1251",2442
"3443","1251",1624
"3444","1338",2748
"3445","1396",2542
"3446","1396",3106
"3447","1406",6773
"3448","1416",2800
"3449","1416",3004
"3450","1418",1325
"3451","1424",2347
"3452","1425",4668
"3453","1425",4695
"3454","1425",4492
"3455","1429",2027
"3456","1429",1937
"3457","1431",5506
"3458","1450",1365
"3459","1512",891
"3460","1524",12653
"3461","1525",1201
"3462","1525",866
"3463","1525",1045
"3464","1536",13081
"3465","1536",13262
"3466","1545",3992
"3467","1545",2093
"3468","1550",604
"3469","1576",12052
"3470","1576",14295
"3471","1680",4235
"3472","1683",4235
"3473","1694",4626
"3474","1717",1291
"3475","1718",9285
"3476","1732",15902
"3477","1732",21768
"3478","1734",899
"3479","1735",531
"3480","1898",674
"3481","1916",601
"3482","1918",982
"3483","1979",880
"3484","2003",2985
"3485","2005",810
"3486","2009",1653
"3487","2061",8573
"3488","2072",13011
"3489","2073",13599
"3490","2073",13806
"3491","2073",14355
"3492","2090",13668
"3493","2112",8406
"3494","2170",433
"3495","2222",631
"3496","2222",491
"3497","2235",5735
"3498","2274",11993
"3499","2278",824
"3500","2287",510
"3501","2311",8444
"3502","2311",7249
"3503","2311",6622
"3504","2311",3976
"3505","2567",1207
"3506","2586",1079
"3507","2588",779
"3508","2637",12876
"3509","2724",1098
"3510","2724",1097
"3511","2726",1914
"3512","2728",2118
"3513","2752",5754
"3514","2752",7023
"3515","2793",12193
"3516","2794",12586
"3517","2794",13866
"3518","2800",9154
"3519","2853",13538
"3520","2888",17431
"3521","2891",11786
"3522","2895",4097
"3523","2895",6110
"3524","2912",3216
"3525","2918",6291
"3526","2940",2537
"3527","3422",17756
"3528","3431",3369
"3529","3440",1324
"3530","3453",7882
"3531","3565",2546
"3532","3572",4863
"3533","3615",1848
"3534","3672",1705
"3535","3678",1500
"3536","3726",24279
"3537","3728",13198
"3538","3754",1522
"3539","3761",3077
"3540","3777",10393
"3541","3789",5263
"3542","3813",936
"3543","3817",1013
"3544","3819",6938
"3545","3819",7277
"3546","3829",720
"3547","3844",530
"3548","3850",444
"3549","3850",666
"3550","3850",713
"3551","3880",763
"3552","3883",7041
"3553","3885",6470
"3554","3886",6510
"3555","3891",3806
"3556","3904",1277
"3557","3906",3563
"3558","3925",3515
"3559","3932",423
"3560","3944",1360
"3561","3947",530
"3562","3948",796
"3563","3958",2580
"3564","3960",3479
"3565","3963",2320
"3566","3963",2613
"3567","3963",2544
"3568","3963",2840
"3569","3968",704
"3570","3968",7593
"3571","3969",1081
"3572","3970",1890
"3573","3970",720
"3574","3977",285
"3575","4001",4432
"3576","4004",2524
"3577","4005",675
"3578","4005",1283
"3579","4010",787
"3580","4053",11105
"3581","4064",377
"3582","4071",13578
"3583","4082",4711
"3584","4093",1850
"3585","4100",3802
"3586","4117",7529
"3587","4120",5114
"3588","4129",8878
"3589","4145",681
"3590","4145",1274
"3591","4145",1299
"3592","4202",1657
"3593","4221",368
"3594","4234",2491
"3595","4234",2587
"3596","4239",818
"3597","4239",1058
"3598","4240",2471
"3599","4251",3480
"3600","4274",352
"3601","4274",405
"3602","4285",158
"3603","4372",27731
"3604","4402",13376
"3605","4404",12036
"3606","4423",2825
"3607","4423",2936
"3608","4423",2155
"3609","4424",2893
"3610","4429",16573
"3611","4439",6120
"3612","4483",972
"3613","4486",12527
"3614","4486",13092
"3615","4511",5069
"3616","4512",724
"3617","4929",8034
"3618","4929",12853
"3619","4965",14369
"3620","4985",5901
"3621","78",10232
"3622","78",3294
"3623","78",3483
"3624","240",8103
"3625","511",853
"3626","546",7588
"3627","575",592
"3628","575",586
"3629","577",4864
"3630","588",12036
"3631","802",1601
"3632","934",610
"3633","1153",8371
"3634","1554",3171
"3635","1720",10661
"3636","1720",10765
"3637","1732",12942
"3638","1916",1123
"3639","2178",11510
"3640","2374",3422
"3641","2940",3198
"3642","3499",616
"3643","3506",5208
"3644","3574",8084
"3645","3575",7708
"3646","3615",1466
"3647","3628",2929
"3648","3736",3803
"3649","3749",28831
"3650","3850",771
"3651","3872",1179
"3652","3872",3160.5
"3653","3906",4923
"3654","3906",4704
"3655","3944",1484
"3656","4145",1299
"3657","4145",1323
"3658","4285",350
"3659","4402",13396
"3660","4456",16040
"3661","4513",6447
"3662","200",10155
"3663","4491",2830
"3664","13",11349
"3665","28",10440.5
"3666","37",856
"3667","41",2552
"3668","41",2551
"3669","41",2551
"3670","47",8436
"3671","47",7656
"3672","78",2775
"3673","87",1057
"3674","100",3298
"3675","114",12989
"3676","114",14029
"3677","117",3873
"3678","117",3796
"3679","119",3605
"3680","119",3605
"3681","142",4399
"3682","152",960
"3683","161",9523
"3684","161",7521
"3685","161",4962
"3686","161",5160
"3687","164",8347
"3688","164",8286
"3689","175",12698
"3690","185",5466
"3691","185",5600
"3692","227",9757
"3693","258",6787
"3694","324",672
"3695","378",738
"3696","395",617
"3697","402",1438
"3698","402",1202
"3699","402",1066
"3700","413",1028
"3701","422",638
"3702","422",639
"3703","424",593
"3704","439",627
"3705","466",183
"3706","469",678
"3707","488",1865
"3708","488",1404
"3709","526",679
"3710","539",1276
"3711","557",4535
"3712","568",5388
"3713","569",3557
"3714","569",2613
"3715","569",2037
"3716","569",580
"3717","573",1862
"3718","575",179
"3719","577",9238
"3720","646",10904
"3721","723",3237
"3722","792",5677
"3723","800",559
"3724","834",612
"3725","834",1089
"3726","857",6819
"3727","927",1047
"3728","928",2623.5
"3729","934",543
"3730","950",2975
"3731","953",4415
"3732","972",13909
"3733","1001",3362
"3734","1001",5959
"3735","1001",6013
"3736","1034",8658
"3737","1047",7463
"3738","1047",5795
"3739","1055",14476
"3740","1056",16626
"3741","1076",12793
"3742","1151",3344
"3743","1166",2553
"3744","1236",12693
"3745","1239",2744
"3746","1239",4453.5
"3747","1239",5279
"3748","1250",2878
"3749","1251",836
"3750","1251",1317
"3751","1251",1073
"3752","1251",944
"3753","1251",821
"3754","1356",590
"3755","1406",9255
"3756","1406",9469
"3757","1425",2774
"3758","1425",4689
"3759","1425",5141
"3760","1425",5034
"3761","1428",4380
"3762","1430",882
"3763","1445",7526
"3764","1445",7356
"3765","1446",984
"3766","1447",1178
"3767","1447",6756
"3768","1461",990
"3769","1522",2409
"3770","1523",6462
"3771","1523",6688
"3772","1545",6374
"3773","1545",5373
"3774","1545",4716
"3775","1576",11481
"3776","1576",11162
"3777","1605",6667
"3778","1614",11150
"3779","1728",6099
"3780","1733",553
"3781","1738",3933
"3782","1789",15039
"3783","1825",16052.5
"3784","1916",1243
"3785","1916",1024
"3786","1979",846
"3787","1993",864
"3788","2009",1769
"3789","2073",10963
"3790","2090",12746
"3791","2120",2313
"3792","2120",2312
"3793","2173",1494
"3794","2175",3929
"3795","2177",524
"3796","2177",519
"3797","2220",5480
"3798","2240",8006
"3799","2240",13662
"3800","2266",868
"3801","2269",2064
"3802","2272",13487
"3803","2274",15053
"3804","2311",6147
"3805","2516",1307
"3806","2609",3721
"3807","2622",16226
"3808","2638",18506
"3809","2712",1414
"3810","2718",803
"3811","2760",5145
"3812","2771",7344
"3813","2800",9514
"3814","2912",5623
"3815","2912",6218
"3816","2918",6840
"3817","2918",7224.5
"3818","2918",8473
"3819","2949",9076
"3820","3138",13519
"3821","3451",705
"3822","3453",7085
"3823","3523",4868
"3824","3523",14795
"3825","3566",1747
"3826","3568",4872
"3827","3603",557
"3828","3607",553
"3829","3619",1295
"3830","3636",3756
"3831","3667",4617
"3832","3685",11454
"3833","3716",21738
"3834","3736",2372
"3835","3742",3744
"3836","3755",788
"3837","3777",10017
"3838","3791",293
"3839","3791",563
"3840","3820",681
"3841","3820",2816
"3842","3830",6126
"3843","3831",10814
"3844","3886",6360
"3845","3891",6119
"3846","3900",891
"3847","3901",358
"3848","3906",3915
"3849","3931",1376
"3850","3936",1077
"3851","3947",2036
"3852","3952",2889
"3853","3956",1208
"3854","3959",367
"3855","3959",907
"3856","3963",2745
"3857","3970",1939
"3858","3974",2891
"3859","3974",2646
"3860","3978",2584
"3861","3986",603
"3862","3990",11387
"3863","4010",3790
"3864","4015",1469
"3865","4018",2526
"3866","4018",2536
"3867","4020",8638
"3868","4060",2207
"3869","4064",1545
"3870","4064",2763
"3871","4081",865
"3872","4106",4755
"3873","4130",1323
"3874","4145",1051
"3875","4159",2475
"3876","4181",723
"3877","4187",3350
"3878","4190",10897
"3879","4208",2182
"3880","4221",682
"3881","4240",2358
"3882","4240",2310
"3883","4246",1241
"3884","4246",1795
"3885","4252",1934
"3886","4265",845
"3887","4269",2236
"3888","4271",1358
"3889","4272",2208
"3890","4272",2544
"3891","4277",4656
"3892","4297",267
"3893","4402",14220
"3894","4404",13351
"3895","4424",2722
"3896","4429",16057
"3897","4435",13546
"3898","4443",13164
"3899","4479",1065
"3900","4480",1293
"3901","4481",395
"3902","4484",18546
"3903","4929",10472
"3904","4954",7326
"3905","5004",20815
"3906","1674",5010.5
"3907","4201",3860
"3908","47",8176.5
"3909","78",2045
"3910","312",1967
"3911","347",5090
"3912","358",1486
"3913","409",1016
"3914","441",710
"3915","442",666
"3916","539",1682
"3917","738",7343
"3918","798",15884
"3919","798",13254
"3920","1001",4683
"3921","1034",6668
"3922","1335",13857
"3923","1605",8357
"3924","1734",1190
"3925","2175",2212
"3926","2343",12171
"3927","2567",6396
"3928","2567",4671
"3929","2609",3719
"3930","2637",14524
"3931","3575",7200
"3932","3686",680
"3933","3789",6152
"3934","3789",6280
"3935","3820",841
"3936","3831",10648
"3937","3851",3067
"3938","3859",5744
"3939","3888",2117
"3940","3989",453
"3941","4027",1233
"3942","4208",3159
"3943","4209",871
"3944","4209",1072
"3945","4211",1009
"3946","4368",9197
"3947","4438",2853
"3948","4492",1667
"3949","4961",12168
"3950","5",15740
"3951","13",2040
"3952","41",2560
"3953","41",2560
"3954","41",2559
"3955","57",180
"3956","63",8001
"3957","78",6109
"3958","114",12661
"3959","122",1317
"3960","151",430.5
"3961","160",8507
"3962","161",6348
"3963","164",9497
"3964","175",13656
"3965","191",1441
"3966","240",6845
"3967","240",5491
"3968","261",994
"3969","311",722
"3970","340",2261
"3971","340",927
"3972","357",6469
"3973","378",762
"3974","466",422
"3975","466",528
"3976","486",879
"3977","510",947
"3978","525",24718
"3979","539",1259
"3980","543",10619
"3981","543",10976
"3982","569",2839
"3983","569",2537
"3984","569",2240
"3985","738",1800
"3986","746",9082
"3987","835",379
"3988","934",557
"3989","953",7059
"3990","953",6548
"3991","953",4376
"3992","990",1903
"3993","1040",8589
"3994","1055",14857
"3995","1055",14955
"3996","1056",14422
"3997","1056",15747
"3998","1076",16162
"3999","1175",9580
"4000","1239",5034
"4001","1251",1290
"4002","1351",530
"4003","1425",4083
"4004","1425",4630
"4005","1551",2160
"4006","1576",12480
"4007","1603",13018
"4008","1764",445
"4009","1840",1487
"4010","1983",1224
"4011","1988",679
"4012","2073",12859
"4013","2120",4041
"4014","2120",4040
"4015","2204",2507
"4016","2235",1264.5
"4017","2240",8796
"4018","2240",5591
"4019","2247",7029
"4020","2311",9082
"4021","2311",6843
"4022","2576",8833
"4023","2716",4627
"4024","2724",1281
"4025","2780",3445
"4026","2780",3445
"4027","2780",3192
"4028","2780",2784
"4029","2800",9034
"4030","2800",7133
"4031","2800",5535
"4032","2829",13196
"4033","2853",13337
"4034","2885",22687
"4035","2905",1417
"4036","3444",2218
"4037","3484",11360
"4038","3510",18759
"4039","3563",614
"4040","3572",4361
"4041","3577",681
"4042","3584",946
"4043","3608",1081
"4044","3704",3051
"4045","3713",19420
"4046","3717",18456
"4047","3749",18796
"4048","3750",17516
"4049","3777",10009
"4050","3787",594
"4051","3799",1094
"4052","3813",2036
"4053","3820",3107
"4054","3820",2955
"4055","3833",1121
"4056","3862",5970
"4057","3877",5292
"4058","3885",6749
"4059","3927",4837
"4060","3965",662
"4061","3969",3001
"4062","3969",3289
"4063","3971",5401
"4064","3979",2486
"4065","4005",1569
"4066","4014",4479
"4067","4037",1118
"4068","4078",688
"4069","4148",2557
"4070","4162",2569
"4071","4170",813
"4072","4208",2677
"4073","4213",1056
"4074","4273",7589
"4075","4402",7347
"4076","4471",13565
"4077","4483",2844
"4078","4512",1366
"4079","4929",11301
"4080","4929",12982
"4081","5006",9902
"4082","1473",1762
"4083","4452",22902.5
"4084","700",1495
"4085","4465",2247
"4086","116",15503
"4087","311",1333
"4088","312",2858
"4089","452",2132
"4090","539",1325
"4091","575",608
"4092","654",10742
"4093","800",303
"4094","888",2818
"4095","1335",13467
"4096","1504",8013
"4097","1568",601
"4098","1605",7432
"4099","1605",7631
"4100","2395",869
"4101","3145",13118
"4102","3611",661
"4103","3770",7358
"4104","3814",1006
"4105","3814",1005
"4106","3877",3759
"4107","3909",680
"4108","3913",2973
"4109","3929",605
"4110","3986",553
"4111","4028",3853
"4112","4063",2483
"4113","4077",1540
"4114","4082",7630
"4115","4154",1791
"4116","4203",2421
"4117","4299",9384
"4118","4472",13830
"4119","4203",3044
"4120","4199",2480
"4121","12",601
"4122","13",11293
"4123","13",11258
"4124","47",8414
"4125","66",17018
"4126","77",671
"4127","77",2748
"4128","78",7537
"4129","87",1759
"4130","116",15706
"4131","119",3680
"4132","142",5065
"4133","161",5473
"4134","162",5422
"4135","162",10015
"4136","173",3064
"4137","174",2532
"4138","184",404
"4139","190",7371
"4140","227",9921
"4141","312",1446
"4142","339",9356
"4143","375",709
"4144","376",1901
"4145","377",1877
"4146","406",1476
"4147","486",907
"4148","512",665
"4149","577",12472
"4150","647",14031
"4151","798",16523
"4152","800",1077
"4153","857",4687
"4154","953",6950
"4155","990",2026
"4156","990",2187
"4157","990",2537
"4158","990",2178
"4159","1041",5652
"4160","1048",3425
"4161","1055",13685
"4162","1055",14476
"4163","1055",14635
"4164","1055",14936
"4165","1055",15387
"4166","1058",13651
"4167","1065",3263
"4168","1066",3680
"4169","1067",8248
"4170","1069",13639
"4171","1076",12863
"4172","1153",5404
"4173","1166",842
"4174","1178",4269
"4175","1351",441
"4176","1428",7430
"4177","1489",12043
"4178","1528",8147
"4179","1568",1605
"4180","1680",5377
"4181","1718",9396
"4182","1835",2929
"4183","1986",1474
"4184","2170",3556
"4185","2176",13180
"4186","2204",2282
"4187","2204",2414
"4188","2204",2626
"4189","2204",2771
"4190","2204",2848
"4191","2204",3259
"4192","2204",2572
"4193","2204",2580
"4194","2240",15643
"4195","2273",12729
"4196","2311",8020
"4197","2313",6549
"4198","2514",4726
"4199","2567",6552
"4200","2576",9038
"4201","2586",7229
"4202","2607",3565
"4203","2621",14440
"4204","2771",3805
"4205","2780",3734
"4206","2780",3313
"4207","2780",3395
"4208","2780",3063
"4209","2780",3031
"4210","2895",7287
"4211","3537",3093
"4212","3574",8330
"4213","3588",3891
"4214","3620",11274
"4215","3620",11543
"4216","3712",3067
"4217","3735",12509
"4218","3736",2213
"4219","3749",11950
"4220","3751",1818
"4221","3755",486
"4222","3763",1203
"4223","3808",358
"4224","3821",2577
"4225","3826",7224
"4226","3866",1257
"4227","3883",6469
"4228","3883",6561
"4229","3892",2445
"4230","3909",365
"4231","3923",1073
"4232","3938",377
"4233","3941",7034
"4234","3941",7033
"4235","3952",2814
"4236","3963",2769
"4237","3968",601
"4238","3975",2943
"4239","3977",4231
"4240","3984",2333
"4241","3988",6904
"4242","3992",4818
"4243","4011",2583
"4244","4045",2347
"4245","4049",2822
"4246","4050",6728
"4247","4064",5062
"4248","4078",3043
"4249","4103",11148
"4250","4146",11940
"4251","4158",2388
"4252","4226",6131
"4253","4234",2590
"4254","4234",2926
"4255","4247",3845
"4256","4282",2921
"4257","4367",18947
"4258","4404",13374
"4259","4406",13594
"4260","4489",360.5
"4261","4499",3034
"4262","4828",28769
"4263","181",12778
"4264","1917",1108
"4265","13",9542
"4266","546",7417
"4267","802",2455
"4268","890",16603
"4269","934",629
"4270","2567",7386
"4271","2912",6162
"4272","3843",1592
"4273","3859",3617
"4274","3910",2789
"4275","4100",1704
"4276","4",13543
"4277","4",8739
"4278","6",7216
"4279","6",7125
"4280","6",5701
"4281","13",6056
"4282","14",13543
"4283","14",8740
"4284","41",2552
"4285","41",2549
"4286","41",2552
"4287","42",795
"4288","42",255
"4289","44",1113
"4290","51",1127
"4291","54",21553
"4292","77",4686
"4293","77",2638
"4294","111",1049
"4295","111",973
"4296","111",829
"4297","111",613
"4298","119",5033
"4299","122",11370
"4300","150",7614
"4301","150",8167
"4302","151",1075
"4303","151",423
"4304","151",629
"4305","161",9778
"4306","161",9662
"4307","161",9780
"4308","162",10177
"4309","215",4689
"4310","235",4867
"4311","340",1213
"4312","342",376
"4313","385",510
"4314","410",588
"4315","430",946
"4316","526",550
"4317","532",893
"4318","563",4734
"4319","573",4262
"4320","582",7207.5
"4321","617",1176
"4322","648",1259
"4323","708",8816
"4324","731",719
"4325","745",631
"4326","815",1714
"4327","916",773
"4328","934",677
"4329","935",7572
"4330","1039",12863
"4331","1047",7918
"4332","1055",14554
"4333","1058",1874
"4334","1060",1398
"4335","1064",9536
"4336","1066",8066
"4337","1066",10337
"4338","1101",1587
"4339","1161",2473
"4340","1164",12641
"4341","1170",6203
"4342","1184",8803
"4343","1192",16185
"4344","1204",16037
"4345","1205",12061
"4346","1236",12342
"4347","1236",11481
"4348","1304",13247
"4349","1356",11267
"4350","1396",571
"4351","1396",1345
"4352","1396",1991
"4353","1396",921
"4354","1396",1316
"4355","1417",3122
"4356","1477",1746
"4357","1477",1599
"4358","1497",15347
"4359","1497",12831
"4360","1568",1658
"4361","1718",9149
"4362","1732",13955
"4363","1838",915
"4364","1914",433
"4365","1915",377
"4366","1916",705
"4367","1933",12217
"4368","2047",12704
"4369","2138",12909
"4370","2175",3671
"4371","2175",4077
"4372","2204",3341
"4373","2204",2986
"4374","2205",17123
"4375","2213",771
"4376","2214",792
"4377","2240",13594
"4378","2241",11488
"4379","2241",11167
"4380","2274",17442
"4381","2286",854
"4382","2301",754
"4383","2313",524
"4384","2346",4873
"4385","2377",2009
"4386","2517",34955
"4387","2576",2751
"4388","2589",1090
"4389","2758",1486
"4390","2771",5170
"4391","2771",5063
"4392","2800",7087
"4393","2866",553
"4394","2918",11952
"4395","2949",8331
"4396","3397",27054
"4397","3480",6477
"4398","3491",14795
"4399","3493",10299
"4400","3507",19548
"4401","3507",1536
"4402","3523",12705
"4403","3534",1258
"4404","3568",12704.5
"4405","3579",4466
"4406","3590",5401
"4407","3624",9978
"4408","3736",3901
"4409","3738",28861
"4410","3755",768
"4411","3755",818.5
"4412","3796",19549
"4413","3814",1029
"4414","3814",1027
"4415","3819",5348
"4416","3819",5599
"4417","3832",872
"4418","3832",1757
"4419","3833",845
"4420","3859",5347
"4421","3859",5391
"4422","3915",478
"4423","3926",13031
"4424","3956",695
"4425","3975",4659
"4426","3975",4677
"4427","3978",3756
"4428","3988",8862
"4429","3992",4679
"4430","4008",4001
"4431","4024",27332
"4432","4035",5430
"4433","4036",1179
"4434","4063",6054
"4435","4063",6053
"4436","4146",12159
"4437","4157",2353
"4438","4158",2438
"4439","4200",591
"4440","4246",1587
"4441","4257",3686
"4442","4419",10901
"4443","4423",10234
"4444","4463",4052
"4445","4954",11602
"4446","4958",11939
"4447","4962",4874
"4448","312",4264
"4449","312",3641
"4450","452",3311
"4451","655",19267
"4452","802",10641
"4453","1335",6061
"4454","1924",19266
"4455","3764",5689
"4456","3767",1596
"4457","3800",4566
"4458","3820",1158
"4459","3891",825
"4460","3901",403
"4461","3903",423
"4462","3906",720
"4463","4245",1445
"4464","4488",10539
"4465","4959",16009.5
"4466","3876",1494
"4467","6",7298
"4468","114",11453
"4469","114",12494
"4470","114",10474
"4471","114",13513
"4472","122",11951
"4473","142",1209
"4474","150",10515
"4475","151",1838
"4476","205",7965
"4477","205",7966
"4478","301",1112
"4479","377",1450
"4480","379",3057
"4481","452",4489
"4482","538",204
"4483","797",6486
"4484","833",3408
"4485","1002",7903
"4486","1039",13392
"4487","1047",10930
"4488","1047",4221
"4489","1047",7677
"4490","1048",9359
"4491","1048",8682
"4492","1048",6815
"4493","1055",13666
"4494","1055",14342
"4495","1055",15412
"4496","1056",14264
"4497","1059",12992
"4498","1069",14261
"4499","1076",20129
"4500","1076",11200
"4501","1077",10979.5
"4502","1121",11602.5
"4503","1122",13354
"4504","1236",12247
"4505","1236",11177
"4506","1236",4835
"4507","1251",1166
"4508","1355",12942
"4509","1425",4067
"4510","1426",1066
"4511","1433",1131
"4512","1568",1784
"4513","2132",11671
"4514","2235",12154
"4515","2240",14642
"4516","2274",19185
"4517","2576",5866
"4518","2576",7848
"4519","2576",7986
"4520","2622",16584
"4521","2780",3052
"4522","2800",8019
"4523","2825",10904
"4524","2831",16491
"4525","2912",7269
"4526","2948",10350
"4527","3136",13871
"4528","3480",12672
"4529","3481",12958
"4530","3489",12639
"4531","3516",18140
"4532","3516",18141
"4533","3564",652
"4534","3567",10917
"4535","3569",1311
"4536","3682",1460
"4537","3736",3504
"4538","3748",16918
"4539","3755",188
"4540","3755",751
"4541","3816",8903
"4542","3877",5902
"4543","3885",6954
"4544","3931",1260
"4545","3949",9609
"4546","3955",363
"4547","3956",1183
"4548","3963",2868
"4549","3975",7249
"4550","3976",7116
"4551","3976",7497
"4552","3977",6134
"4553","4010",5811
"4554","4016",5310.5
"4555","4031",10995
"4556","4035",6241
"4557","4051",11558
"4558","4072",955
"4559","4073",2519
"4560","4130",5406
"4561","4130",5013
"4562","4130",2586
"4563","4146",12511
"4564","4147",11954
"4565","4152",2178
"4566","4156",5421
"4567","4157",2354
"4568","4170",929
"4569","4214",1646
"4570","4228",1173
"4571","4243",18140
"4572","4257",3712
"4573","4264",557
"4574","4428",10665
"4575","4479",5526
"4576","4954",12217
"4577","13",11897
"4578","13",2585
"4579","16",20103
"4580","78",18383
"4581","151",640
"4582","188",1538
"4583","311",1287
"4584","370",5184
"4585","895",13384
"4586","1164",3329
"4587","1508",11502
"4588","2037",15330
"4589","2246",834
"4590","3736",2063
"4591","3736",2796
"4592","3877",5706
"4593","3911",569
"4594","4472",22463
"4595","2226",1412
